HGNC ID	Approved symbol	Approved name	Ensembl gene ID	UniProt accession
HGNC:12449	TYROBP	TYRO protein tyrosine kinase binding protein	ENSG00000011600	O43914
HGNC:12450	TYRP1	tyrosinase related protein 1	ENSG00000107165	P17643
HGNC:28531	TYSND1	trypsin domain containing 1	ENSG00000156521	Q2T9J0
HGNC:25598	TYW1	tRNA-yW synthesizing protein 1 homolog	ENSG00000198874	Q9NV66
HGNC:33908	TYW1B	tRNA-yW synthesizing protein 1 homolog B	ENSG00000277149	Q6NUM6
HGNC:24757	TYW3	tRNA-yW synthesizing protein 3 homolog	ENSG00000162623	Q6IPR3
HGNC:26754	TYW5	tRNA-yW synthesizing protein 5	ENSG00000162971	A2RUC4
HGNC:12453	U2AF1	U2 small nuclear RNA auxiliary factor 1	ENSG00000160201	Q01081
HGNC:23020	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4	ENSG00000161265	Q8WU68
HGNC:51830	U2AF1L5	U2 small nuclear RNA auxiliary factor 1 like 5	ENSG00000275895	P0DN76
HGNC:23156	U2AF2	U2 small nuclear RNA auxiliary factor 2	ENSG00000063244	P26368
HGNC:30855	U2SURP	U2 snRNP associated SURP domain containing	ENSG00000163714	O15042
HGNC:15947	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	ENSG00000137831	Q9BZF9
HGNC:12457	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	ENSG00000117143	Q16222
HGNC:28082	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1	ENSG00000197355	Q3KQV9
HGNC:12469	UBA1	ubiquitin like modifier activating enzyme 1	ENSG00000130985	P22314
HGNC:30661	UBA2	ubiquitin like modifier activating enzyme 2	ENSG00000126261	Q9UBT2
HGNC:12470	UBA3	ubiquitin like modifier activating enzyme 3	ENSG00000144744	Q8TBC4
HGNC:23230	UBA5	ubiquitin like modifier activating enzyme 5	ENSG00000081307	Q9GZZ9
HGNC:25581	UBA6	ubiquitin like modifier activating enzyme 6	ENSG00000033178	A0AVT1
HGNC:12471	UBA7	ubiquitin like modifier activating enzyme 7	ENSG00000182179	P41226
HGNC:12458	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	ENSG00000221983	P62987
HGNC:30221	UBAC1	UBA domain containing 1	ENSG00000130560	Q9BSL1
HGNC:20486	UBAC2	UBA domain containing 2	ENSG00000134882	Q8NBM4
HGNC:29576	UBALD1	UBA like domain containing 1	ENSG00000153443	Q8TB05
HGNC:28438	UBALD2	UBA like domain containing 2	ENSG00000185262	Q8IYN6
HGNC:12461	UBAP1	ubiquitin associated protein 1	ENSG00000165006	Q9NZ09
HGNC:40028	UBAP1L	ubiquitin associated protein 1 like	ENSG00000246922	F5GYI3
HGNC:14185	UBAP2	ubiquitin associated protein 2	ENSG00000137073	Q5T6F2
HGNC:29877	UBAP2L	ubiquitin associated protein 2 like	ENSG00000143569	Q14157
HGNC:29884	UBASH3B	ubiquitin associated and SH3 domain containing B	ENSG00000154127	Q8TF42
HGNC:12463	UBB	ubiquitin B	ENSG00000170315	P0CG47
HGNC:12468	UBC	ubiquitin C	ENSG00000150991	P0CG48
HGNC:15937	UBE2C	ubiquitin conjugating enzyme E2 C	ENSG00000175063	O00762
HGNC:12474	UBE2D1	ubiquitin conjugating enzyme E2 D1	ENSG00000072401	P51668
HGNC:12475	UBE2D2	ubiquitin conjugating enzyme E2 D2	ENSG00000131508	P62837
HGNC:12476	UBE2D3	ubiquitin conjugating enzyme E2 D3	ENSG00000109332	P61077
HGNC:21647	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)	ENSG00000078967	Q9Y2X8
HGNC:12477	UBE2E1	ubiquitin conjugating enzyme E2 E1	ENSG00000170142	P51965
HGNC:12478	UBE2E2	ubiquitin conjugating enzyme E2 E2	ENSG00000182247	Q96LR5
HGNC:12479	UBE2E3	ubiquitin conjugating enzyme E2 E3	ENSG00000170035	Q969T4
HGNC:12480	UBE2F	ubiquitin conjugating enzyme E2 F (putative)	ENSG00000184182	Q969M7
HGNC:12482	UBE2G1	ubiquitin conjugating enzyme E2 G1	ENSG00000132388	P62253
HGNC:12483	UBE2G2	ubiquitin conjugating enzyme E2 G2	ENSG00000184787	P60604
HGNC:12484	UBE2H	ubiquitin conjugating enzyme E2 H	ENSG00000186591	P62256
HGNC:12485	UBE2I	ubiquitin conjugating enzyme E2 I	ENSG00000103275	P63279
HGNC:17598	UBE2J1	ubiquitin conjugating enzyme E2 J1	ENSG00000198833	Q9Y385
HGNC:4914	UBE2K	ubiquitin conjugating enzyme E2 K	ENSG00000078140	P61086
HGNC:12488	UBE2L3	ubiquitin conjugating enzyme E2 L3	ENSG00000185651	P68036
HGNC:12490	UBE2L6	ubiquitin conjugating enzyme E2 L6	ENSG00000156587	O14933
HGNC:12491	UBE2M	ubiquitin conjugating enzyme E2 M	ENSG00000130725	P61081
HGNC:12492	UBE2N	ubiquitin conjugating enzyme E2 N	ENSG00000177889	P61088
HGNC:29554	UBE2O	ubiquitin conjugating enzyme E2 O	ENSG00000175931	Q9C0C9
HGNC:15698	UBE2Q1	ubiquitin conjugating enzyme E2 Q1	ENSG00000160714	Q7Z7E8
HGNC:17895	UBE2S	ubiquitin conjugating enzyme E2 S	ENSG00000108106	Q16763
HGNC:25616	UBE2W	ubiquitin conjugating enzyme E2 W	ENSG00000104343	Q96B02
HGNC:25847	UBE2Z	ubiquitin conjugating enzyme E2 Z	ENSG00000159202	Q9H832
HGNC:12496	UBE3A	ubiquitin protein ligase E3A	ENSG00000114062	Q05086
HGNC:13478	UBE3B	ubiquitin protein ligase E3B	ENSG00000151148	Q7Z3V4
HGNC:16803	UBE3C	ubiquitin protein ligase E3C	ENSG00000009335	Q15386
HGNC:21381	UBE3D	ubiquitin protein ligase E3D	ENSG00000118420	Q7Z6J8
HGNC:12499	UBE4A	ubiquitination factor E4A	ENSG00000110344	Q14139
HGNC:12500	UBE4B	ubiquitination factor E4B	ENSG00000130939	O95155
HGNC:12504	UBL3	ubiquitin like 3	ENSG00000122042	O95164
HGNC:12505	UBL4A	ubiquitin like 4A	ENSG00000102178	P11441
HGNC:32309	UBL4B	ubiquitin like 4B	ENSG00000186150	Q8N7F7
HGNC:28221	UBL7	ubiquitin like 7	ENSG00000138629	Q96S82
HGNC:28110	UBLCP1	ubiquitin like domain containing CTD phosphatase 1	ENSG00000164332	Q8WVY7
HGNC:12506	UBN1	ubinuclein 1	ENSG00000118900	Q9NPG3
HGNC:21931	UBN2	ubinuclein 2	ENSG00000157741	Q6ZU65
HGNC:17777	UBOX5	U-box domain containing 5	ENSG00000185019	O94941
HGNC:12508	UBQLN1	ubiquilin 1	ENSG00000135018	Q9UMX0
HGNC:12509	UBQLN2	ubiquilin 2	ENSG00000188021	Q9UHD9
HGNC:12510	UBQLN3	ubiquilin 3	ENSG00000175520	Q9H347
HGNC:1237	UBQLN4	ubiquilin 4	ENSG00000160803	Q9NRR5
HGNC:16808	UBR1	ubiquitin protein ligase E3 component n-recognin 1	ENSG00000159459	Q8IWV7
HGNC:21289	UBR2	ubiquitin protein ligase E3 component n-recognin 2	ENSG00000024048	Q8IWV8
HGNC:30467	UBR3	ubiquitin protein ligase E3 component n-recognin 3	ENSG00000144357	Q6ZT12
HGNC:30313	UBR4	ubiquitin protein ligase E3 component n-recognin 4	ENSG00000127481	Q5T4S7
HGNC:20344	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)	ENSG00000012963	Q8N806
HGNC:25683	UBTD1	ubiquitin domain containing 1	ENSG00000165886	Q9HAC8
HGNC:24463	UBTD2	ubiquitin domain containing 2	ENSG00000168246	Q8WUN7
HGNC:12511	UBTF	upstream binding transcription factor	ENSG00000108312	P17480
HGNC:18402	UBXN1	UBX domain protein 1	ENSG00000162191	Q04323
HGNC:27265	UBXN2A	UBX domain protein 2A	ENSG00000173960	P68543
HGNC:27035	UBXN2B	UBX domain protein 2B	ENSG00000215114	Q14CS0
HGNC:14860	UBXN4	UBX domain protein 4	ENSG00000144224	Q92575
HGNC:14928	UBXN6	UBX domain protein 6	ENSG00000167671	Q9BZV1
HGNC:29119	UBXN7	UBX domain protein 7	ENSG00000163960	O94888
HGNC:30307	UBXN8	UBX domain protein 8	ENSG00000104691	O00124
HGNC:26354	UBXN10	UBX domain protein 10	ENSG00000162543	Q96LJ8
HGNC:30600	UBXN11	UBX domain protein 11	ENSG00000158062	Q5T124
HGNC:12513	UCHL1	ubiquitin C-terminal hydrolase L1	ENSG00000154277	P09936
HGNC:12515	UCHL3	ubiquitin C-terminal hydrolase L3	ENSG00000118939	P15374
HGNC:19678	UCHL5	ubiquitin C-terminal hydrolase L5	ENSG00000116750	Q9Y5K5
HGNC:14859	UCK1	uridine-cytidine kinase 1	ENSG00000130717	Q9HA47
HGNC:15938	UCKL1	uridine-cytidine kinase 1 like 1	ENSG00000198276	Q9NWZ5
HGNC:25205	UCMA	upper zone of growth plate and cartilage matrix associated	ENSG00000165623	Q8WVF2
HGNC:12516	UCN	urocortin	ENSG00000163794	P55089
HGNC:18414	UCN2	urocortin 2	ENSG00000145040	Q96RP3
HGNC:17781	UCN3	urocortin 3	ENSG00000178473	Q969E3
HGNC:12518	UCP2	uncoupling protein 2	ENSG00000175567	P55851
HGNC:12519	UCP3	uncoupling protein 3	ENSG00000175564	P55916
HGNC:30866	UEVLD	UEV and lactate/malate dehyrogenase domains	ENSG00000151116	Q8IX04
HGNC:26941	UFC1	ubiquitin-fold modifier conjugating enzyme 1	ENSG00000143222	Q9Y3C8
HGNC:12520	UFD1	ubiquitin recognition factor in ER associated degradation 1	ENSG00000070010	Q92890
HGNC:23039	UFL1	UFM1 specific ligase 1	ENSG00000014123	O94874
HGNC:20597	UFM1	ubiquitin fold modifier 1	ENSG00000120686	P61960
HGNC:33821	UFSP1	UFM1 specific peptidase 1 (inactive)	ENSG00000176125	Q6NVU6
HGNC:25640	UFSP2	UFM1 specific peptidase 2	ENSG00000109775	Q9NUQ7
HGNC:12524	UGCG	UDP-glucose ceramide glucosyltransferase	ENSG00000148154	Q16739
HGNC:12525	UGDH	UDP-glucose 6-dehydrogenase	ENSG00000109814	O60701
HGNC:15663	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	ENSG00000136731	Q9NYU2
HGNC:15664	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	ENSG00000102595	Q9NYU1
HGNC:12527	UGP2	UDP-glucose pyrophosphorylase 2	ENSG00000169764	Q16851
HGNC:12538	UGT1A6	UDP glucuronosyltransferase family 1 member A6	ENSG00000167165	P19224
HGNC:12542	UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus	ENSG00000173610	Q9Y4X1
HGNC:28183	UGT2A2	UDP glucuronosyltransferase family 2 member A2	ENSG00000271271	Q9Y4X1
HGNC:28528	UGT2A3	UDP glucuronosyltransferase family 2 member A3	ENSG00000135220	Q6UWM9
HGNC:12553	UGT2B4	UDP glucuronosyltransferase family 2 member B4	ENSG00000156096	P06133
HGNC:12554	UGT2B7	UDP glucuronosyltransferase family 2 member B7	ENSG00000171234	P16662
HGNC:12544	UGT2B10	UDP glucuronosyltransferase family 2 member B10	ENSG00000109181	P36537
HGNC:12545	UGT2B11	UDP glucuronosyltransferase family 2 member B11	ENSG00000213759	O75310
HGNC:12546	UGT2B15	UDP glucuronosyltransferase family 2 member B15	ENSG00000196620	P54855
HGNC:12547	UGT2B17	UDP glucuronosyltransferase family 2 member B17	ENSG00000197888	O75795
HGNC:13479	UGT2B28	UDP glucuronosyltransferase family 2 member B28	ENSG00000135226	Q9BY64
HGNC:26625	UGT3A1	UDP glycosyltransferase family 3 member A1	ENSG00000145626	Q6NUS8
HGNC:27266	UGT3A2	UDP glycosyltransferase family 3 member A2	ENSG00000168671	Q3SY77
HGNC:12555	UGT8	UDP glycosyltransferase 8	ENSG00000174607	Q16880
HGNC:21216	UHRF1BP1	UHRF1 binding protein 1	ENSG00000065060	Q6BDS2
HGNC:29102	UHRF1BP1L	UHRF1 binding protein 1 like	ENSG00000111647	A0JNW5
HGNC:30298	UIMC1	ubiquitin interaction motif containing 1	ENSG00000087206	Q96RL1
HGNC:14893	ULBP1	UL16 binding protein 1	ENSG00000111981	Q9BZM6
HGNC:14894	ULBP2	UL16 binding protein 2	ENSG00000131015	Q9BZM5
HGNC:14895	ULBP3	UL16 binding protein 3	ENSG00000131019	Q9BZM4
HGNC:13480	ULK2	unc-51 like autophagy activating kinase 2	ENSG00000083290	Q8IYT8
HGNC:19703	ULK3	unc-51 like kinase 3	ENSG00000140474	Q6PHR2
HGNC:15784	ULK4	unc-51 like kinase 4	ENSG00000168038	Q96C45
HGNC:12559	UMOD	uromodulin	ENSG00000169344	P07911
HGNC:12560	UMODL1	uromodulin like 1	ENSG00000177398	Q5DID0
HGNC:12563	UMPS	uridine monophosphate synthetase	ENSG00000114491	P11172
HGNC:21203	UNC5CL	unc-5 family C-terminal like	ENSG00000124602	Q8IV45
HGNC:18634	UNC5D	unc-5 netrin receptor D	ENSG00000156687	Q6UXZ4
HGNC:23150	UNC13A	unc-13 homolog A	ENSG00000130477	Q9UPW8
HGNC:12566	UNC13B	unc-13 homolog B	ENSG00000198722	O14795
HGNC:23149	UNC13C	unc-13 homolog C	ENSG00000137766	Q8NB66
HGNC:30594	UNC45A	unc-45 myosin chaperone A	ENSG00000140553	Q9H3U1
HGNC:14304	UNC45B	unc-45 myosin chaperone B	ENSG00000141161	Q8IWX7
HGNC:16046	UNC50	unc-50 inner nuclear membrane RNA binding protein	ENSG00000115446	Q53HI1
HGNC:26582	UNC80	unc-80 homolog, NALCN channel complex subunit	ENSG00000144406	Q8N2C7
HGNC:12570	UNC93A	unc-93 homolog A	ENSG00000112494	Q86WB7
HGNC:13481	UNC93B1	unc-93 homolog B1, TLR signaling regulator	ENSG00000110057	Q9H1C4
HGNC:12565	UNC119	unc-119 lipid binding chaperone	ENSG00000109103	Q13432
HGNC:12572	UNG	uracil DNA glycosylase	ENSG00000076248	P13051
HGNC:29369	UNK	unk zinc finger	ENSG00000132478	Q9C0B0
HGNC:14184	UNKL	unk like zinc finger	ENSG00000059145	Q9H9P5
HGNC:16297	UPB1	beta-ureidopropionase 1	ENSG00000100024	Q9UBR1
HGNC:9962	UPF1	UPF1 RNA helicase and ATPase	ENSG00000005007	Q92900
HGNC:20332	UPF3A	UPF3A regulator of nonsense mediated mRNA decay	ENSG00000169062	Q9H1J1
HGNC:20439	UPF3B	UPF3B regulator of nonsense mediated mRNA decay	ENSG00000125351	Q9BZI7
HGNC:12577	UPK1A	uroplakin 1A	ENSG00000105668	O00322
HGNC:12578	UPK1B	uroplakin 1B	ENSG00000114638	O75841
HGNC:12579	UPK2	uroplakin 2	ENSG00000110375	O00526
HGNC:12580	UPK3A	uroplakin 3A	ENSG00000100373	O75631
HGNC:21444	UPK3B	uroplakin 3B	ENSG00000243566	Q9BT76
HGNC:37278	UPK3BL1	uroplakin 3B like 1	ENSG00000267368	B0FP48
HGNC:12576	UPP1	uridine phosphorylase 1	ENSG00000183696	Q16831
HGNC:28334	UPRT	uracil phosphoribosyltransferase homolog	ENSG00000094841	Q96BW1
HGNC:15891	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	ENSG00000101019	Q9NVA1
HGNC:21237	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	ENSG00000137288	Q9BRT2
HGNC:34399	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	ENSG00000204922	Q6UW78
HGNC:12582	UQCRB	ubiquinol-cytochrome c reductase binding protein	ENSG00000156467	P14927
HGNC:12585	UQCRC1	ubiquinol-cytochrome c reductase core protein 1	ENSG00000010256	P31930
HGNC:12586	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	ENSG00000140740	P22695
HGNC:12587	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	ENSG00000169021	P47985
HGNC:12590	UQCRH	ubiquinol-cytochrome c reductase hinge protein	ENSG00000173660	P07919
HGNC:51714	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like	ENSG00000233954	A0A096LP55
HGNC:29594	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	ENSG00000164405	O14949
HGNC:17785	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	ENSG00000183463	A6NGE7
HGNC:17344	URB1	URB1 ribosome biogenesis homolog	ENSG00000142207	O60287
HGNC:28967	URB2	URB2 ribosome biogenesis homolog	ENSG00000135763	Q14146
HGNC:30890	URGCP	upregulator of cell proliferation	ENSG00000106608	Q8TCY9
HGNC:13236	URI1	URI1 prefoldin like chaperone	ENSG00000105176	O94763
HGNC:28378	URM1	ubiquitin related modifier 1	ENSG00000167118	Q9BTM9
HGNC:26444	UROC1	urocanate hydratase 1	ENSG00000159650	Q96N76
HGNC:12591	UROD	uroporphyrinogen decarboxylase	ENSG00000126088	P06132
HGNC:12592	UROS	uroporphyrinogen III synthase	ENSG00000188690	P10746
HGNC:25792	USB1	U6 snRNA biogenesis phosphodiesterase 1	ENSG00000103005	Q9BQ65
HGNC:30882	USE1	unconventional SNARE in the ER 1	ENSG00000053501	Q9NZ43
HGNC:12593	USF1	upstream transcription factor 1	ENSG00000158773	P22415
HGNC:30494	USF3	upstream transcription factor family member 3	ENSG00000176542	Q68DE3
HGNC:12597	USH1C	USH1 protein network component harmonin	ENSG00000006611	Q9Y6N9
HGNC:16356	USH1G	USH1 protein network component sans	ENSG00000182040	Q495M9
HGNC:24058	USHBP1	USH1 protein network component harmonin binding protein 1	ENSG00000130307	Q8N6Y0
HGNC:30904	USO1	USO1 vesicle transport factor	ENSG00000138768	O60763
HGNC:12607	USP1	ubiquitin specific peptidase 1	ENSG00000162607	O94782
HGNC:12618	USP2	ubiquitin specific peptidase 2	ENSG00000036672	O75604
HGNC:12627	USP4	ubiquitin specific peptidase 4	ENSG00000114316	Q13107
HGNC:12628	USP5	ubiquitin specific peptidase 5	ENSG00000111667	P45974
HGNC:12629	USP6	ubiquitin specific peptidase 6	ENSG00000129204	P35125
HGNC:16858	USP6NL	USP6 N-terminal like	ENSG00000148429	Q92738
HGNC:12630	USP7	ubiquitin specific peptidase 7	ENSG00000187555	Q93009
HGNC:12631	USP8	ubiquitin specific peptidase 8	ENSG00000138592	P40818
HGNC:12632	USP9X	ubiquitin specific peptidase 9 X-linked	ENSG00000124486	Q93008
HGNC:12608	USP10	ubiquitin specific peptidase 10	ENSG00000103194	Q14694
HGNC:12609	USP11	ubiquitin specific peptidase 11	ENSG00000102226	P51784
HGNC:20485	USP12	ubiquitin specific peptidase 12	ENSG00000152484	O75317
HGNC:12611	USP13	ubiquitin specific peptidase 13	ENSG00000058056	Q92995
HGNC:12612	USP14	ubiquitin specific peptidase 14	ENSG00000101557	P54578
HGNC:12613	USP15	ubiquitin specific peptidase 15	ENSG00000135655	Q9Y4E8
HGNC:12614	USP16	ubiquitin specific peptidase 16	ENSG00000156256	Q9Y5T5
HGNC:37182	USP17L1	ubiquitin specific peptidase 17 like family member 1	ENSG00000230549	Q7RTZ2
HGNC:34434	USP17L2	ubiquitin specific peptidase 17 like family member 2	ENSG00000223443	Q6R6M4
HGNC:37175	USP17L3	ubiquitin specific peptidase 17 like family member 3	ENSG00000225327	A6NCW0
HGNC:37176	USP17L4	ubiquitin specific peptidase 17 like family member 4	ENSG00000236125	A6NCW7
HGNC:37177	USP17L5	ubiquitin specific peptidase 17 like family member 5	ENSG00000227140	A8MUK1
HGNC:37180	USP17L7	ubiquitin specific peptidase 17 like family member 7	ENSG00000226430	P0C7H9
HGNC:37181	USP17L8	ubiquitin specific peptidase 17 like family member 8	ENSG00000237038	P0C7I0
HGNC:44438	USP17L10	ubiquitin specific peptidase 17 like family member 10	ENSG00000231396	C9JJH3
HGNC:44439	USP17L11	ubiquitin specific peptidase 17 like family member 11	ENSG00000233136	C9JVI0
HGNC:44440	USP17L12	ubiquitin specific peptidase 17 like family member 12	ENSG00000227551	C9JPN9
HGNC:44441	USP17L13	ubiquitin specific peptidase 17 like family member 13	ENSG00000232399	C9JLJ4
HGNC:44443	USP17L15	ubiquitin specific peptidase 17 like family member 15	ENSG00000223569	C9J2P7
HGNC:44445	USP17L17	ubiquitin specific peptidase 17 like family member 17	ENSG00000249104	D6RBQ6
HGNC:44446	USP17L18	ubiquitin specific peptidase 17 like family member 18	ENSG00000250844	D6R9N7
HGNC:44447	USP17L19	ubiquitin specific peptidase 17 like family member 19	ENSG00000248920	D6RCP7
HGNC:44448	USP17L20	ubiquitin specific peptidase 17 like family member 20	ENSG00000250745	D6RJB6
HGNC:44449	USP17L21	ubiquitin specific peptidase 17 like family member 21	ENSG00000249811	D6R901
HGNC:44450	USP17L22	ubiquitin specific peptidase 17 like family member 22	ENSG00000248933	D6RA61
HGNC:44453	USP17L24	ubiquitin specific peptidase 17 like family member 24	ENSG00000232264	Q0WX57
HGNC:44452	USP17L25	ubiquitin specific peptidase 17 like family member 25	ENSG00000230430	Q0WX57
HGNC:44454	USP17L26	ubiquitin specific peptidase 17 like family member 26	ENSG00000229579	Q0WX57
HGNC:44455	USP17L27	ubiquitin specific peptidase 17 like family member 27	ENSG00000235780	Q0WX57
HGNC:44456	USP17L28	ubiquitin specific peptidase 17 like family member 28	ENSG00000231051	Q0WX57
HGNC:44457	USP17L29	ubiquitin specific peptidase 17 like family member 29	ENSG00000231637	Q0WX57
HGNC:44458	USP17L30	ubiquitin specific peptidase 17 like family member 30	ENSG00000228856	Q0WX57
HGNC:12616	USP18	ubiquitin specific peptidase 18	ENSG00000184979	Q9UMW8
HGNC:12619	USP20	ubiquitin specific peptidase 20	ENSG00000136878	Q9Y2K6
HGNC:12620	USP21	ubiquitin specific peptidase 21	ENSG00000143258	Q9UK80
HGNC:12621	USP22	ubiquitin specific peptidase 22	ENSG00000124422	Q9UPT9
HGNC:12623	USP24	ubiquitin specific peptidase 24	ENSG00000162402	Q9UPU5
HGNC:12624	USP25	ubiquitin specific peptidase 25	ENSG00000155313	Q9UHP3
HGNC:12625	USP28	ubiquitin specific peptidase 28	ENSG00000048028	Q96RU2
HGNC:18563	USP29	ubiquitin specific peptidase 29	ENSG00000131864	Q9HBJ7
HGNC:20065	USP30	ubiquitin specific peptidase 30	ENSG00000135093	Q70CQ3
HGNC:20060	USP31	ubiquitin specific peptidase 31	ENSG00000103404	Q70CQ4
HGNC:19143	USP32	ubiquitin specific peptidase 32	ENSG00000170832	Q8NFA0
HGNC:20059	USP33	ubiquitin specific peptidase 33	ENSG00000077254	Q8TEY7
HGNC:20066	USP34	ubiquitin specific peptidase 34	ENSG00000115464	Q70CQ2
HGNC:20061	USP35	ubiquitin specific peptidase 35	ENSG00000118369	Q9P2H5
HGNC:20062	USP36	ubiquitin specific peptidase 36	ENSG00000055483	Q9P275
HGNC:20063	USP37	ubiquitin specific peptidase 37	ENSG00000135913	Q86T82
HGNC:20067	USP38	ubiquitin specific peptidase 38	ENSG00000170185	Q8NB14
HGNC:20069	USP40	ubiquitin specific peptidase 40	ENSG00000085982	Q9NVE5
HGNC:20068	USP42	ubiquitin specific peptidase 42	ENSG00000106346	Q9H9J4
HGNC:20072	USP43	ubiquitin specific peptidase 43	ENSG00000154914	Q70EL4
HGNC:20080	USP45	ubiquitin specific peptidase 45	ENSG00000123552	Q70EL2
HGNC:20075	USP46	ubiquitin specific peptidase 46	ENSG00000109189	P62068
HGNC:20076	USP47	ubiquitin specific peptidase 47	ENSG00000170242	Q96K76
HGNC:18533	USP48	ubiquitin specific peptidase 48	ENSG00000090686	Q86UV5
HGNC:20078	USP49	ubiquitin specific peptidase 49	ENSG00000164663	Q70CQ1
HGNC:20079	USP50	ubiquitin specific peptidase 50	ENSG00000170236	Q70EL3
HGNC:23086	USP51	ubiquitin specific peptidase 51	ENSG00000247746	Q70EK9
HGNC:29255	USP53	ubiquitin specific peptidase 53	ENSG00000145390	Q70EK8
HGNC:23513	USP54	ubiquitin specific peptidase 54	ENSG00000166348	Q70EL1
HGNC:20294	USPL1	ubiquitin specific peptidase like 1	ENSG00000132952	Q5W0Q7
HGNC:17223	UST	uronyl 2-sulfotransferase	ENSG00000111962	Q9Y2C2
HGNC:24477	UTP3	UTP3 small subunit processome component	ENSG00000132467	Q9NQZ2
HGNC:1983	UTP4	UTP4 small subunit processome component	ENSG00000141076	Q969X6
HGNC:18279	UTP6	UTP6 small subunit processome component	ENSG00000108651	Q9NYH9
HGNC:24329	UTP11	UTP11 small subunit processome component	ENSG00000183520	Q9Y3A2
HGNC:10665	UTP14A	UTP14A small subunit processome component	ENSG00000156697	Q9BVJ6
HGNC:20321	UTP14C	UTP14C small subunit processome component	ENSG00000253797	Q5TAP6
HGNC:24274	UTP18	UTP18 small subunit processome component	ENSG00000011260	Q9Y5J1
HGNC:28224	UTP23	UTP23 small subunit processome component	ENSG00000147679	Q9BRU9
HGNC:28440	UTP25	UTP25 small subunit processor component	ENSG00000117597	Q68CQ4
HGNC:12635	UTRN	utrophin	ENSG00000152818	P46939
HGNC:12636	UTS2	urotensin 2	ENSG00000049247	O95399
HGNC:30894	UTS2B	urotensin 2B	ENSG00000188958	Q765I0
HGNC:12638	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	ENSG00000183878	O14607
HGNC:12640	UVRAG	UV radiation resistance associated	ENSG00000198382	Q9P2Y5
HGNC:29304	UVSSA	UV stimulated scaffold protein A	ENSG00000163945	Q2YD98
HGNC:17729	UXS1	UDP-glucuronate decarboxylase 1	ENSG00000115652	Q8NBZ7
HGNC:12641	UXT	ubiquitously expressed prefoldin like chaperone	ENSG00000126756	Q9UBK9
HGNC:25507	VAC14	Vac14, PIKFYVE complex component	ENSG00000103043	Q08AM6
HGNC:12642	VAMP1	vesicle associated membrane protein 1	ENSG00000139190	P23763
